POI_ID,POI_Type,Name,Latitude,Longitude
4416975832,School,Mn/Illukadipiddy RCTMS,8.8727167,79.9837653
4416976011,School,Mn/Sooriyakaddaikadu RCTMS,8.8559866,79.9796072
4416979771,School,Mn/Moddaikaddai GTMS,8.833859,79.965465
4416981122,School,Mn/Arippu Roman Catholic Tamil Vidyalayam,8.7973711,79.9319517
4416986145,School,Mn/Kokkupadaiyan RCTMS,8.7268753,79.9653274
4417920813,School,Mu/Kokilai GTMS,9.0000265,80.9494207
4417938446,School,Mu/Karunaddukkerny GTMS,9.0300482,80.9267021
4417944522,School,Mu/Kokkuththoduvai Maha Vidyalayam,9.0550634,80.915327
4417953159,School,Mu/Janakapura Primary School,9.0098922,80.8401936
4417961523,School,Mu/Chemmalai Maha Vidyalayam,9.1574281,80.8631316
4417968930,School,Mu/Sampathnuwara Maha Vidayalaya,8.976166,80.7745782
4417972209,School,Mu/Alambil RC Maha Vidyalayam,9.17252,80.8490524
4417980259,School,Mu/Uduppukulam Tamil Vidyalayam,9.203175,80.8300526
4418624188,School,Mu/Mulliyavalai RCTMS,9.2244222,80.7779806
4418624489,School,Unknown,9.2477768,80.779045
4419820321,School,Mu/Hindu Vidyalayam,9.2646562,80.8114018
4419821531,School,Mu/Mullaitivu Maha Vidyalayam,9.2650544,80.8095614
4419823145,School,Mu/Mullaitivu Muslim Vidyalayam,9.2664369,80.8175724
4419830474,School,Mu/Vedduvaikkal GTMS,9.2860798,80.8058942
4419853604,School,Mu/Ambalavanpokkanai Maha Vidyalayam,9.3459117,80.7384534
4419857253,School,Mu/Matalan RCTMS,9.359078,80.7261496
4419874251,School,Mu/Arasaratnam Vidyalayam,9.3145297,80.7178403
4419887150,School,Mu/Murippu Tamil Vidyalayam,9.1905221,80.8144774
4419888004,School,Mu/Puthukudrippu RCTMS,9.3107007,80.6996808
4419899323,School,Mu/Keppapilavu GTMS,9.2584898,80.7717974
4419903045,School,Mu/Katchilaimadu GTMS,9.1852406,80.6648854
4420657398,School,Mu/Ambakamam GTMS,9.212574,80.4920618
4420661500,School,Mu/Pulumachchinathakulam GTMS,9.1828554,80.4748196
4420670231,School,Mu/Olumadu Tamil Vidyalayam,9.154666,80.4860066
4420671592,School,Mu/Periyapuliyankulam GTMS,9.1410603,80.504357
4420683160,School,Mu/Muthayankattu Right Bank Maha Vidyalayam,9.1956544,80.6427331
4420683480,School,Mu/Muththuvinyagar Tamil Vidyalayam,9.1948758,80.6433553
4420686695,School,Mu/Muthayankattu Left Bank Maha Vidyalayam,9.2143021,80.6456325
4420705108,School,Mu/Paalaipaani Tamil Vidyalayam,9.0600733,80.3948308
4424673894,School,Mu/Kokulai GSMS,8.9909618,80.9588455
4424674389,School,Unknown,7.9037838,81.5564644
4424707852,School,Mu/Visvamadu Maha Vidyalayam,9.376122,80.5495665
4426709963,School,J/Paranchsothy Vidyalayam,9.7098836,80.0354521
4426729299,School,J - Kondavil Roman Catholic Tamil Mixed School,9.7082678,80.035211
4426734295,School,J/Kondavil Hindu College,9.705836,80.0239796
4426744857,School,J/Inuvil Central College,9.7190436,80.0228304
4426747913,School,J/Inuvil Hindu College,9.7178975,80.0173967
4426763142,School,J/Kuppilan Vigneswara Vidyalayam,9.7668399,80.0575711
4426769267,School,J/Veemankamam Maha Vidyalayam,9.8008235,80.0367919
4426772269,School,J/Elalai North American Mission Tamil Mixed School,9.7715875,80.0514723
4426792279,School,J/Veeragathipillai Maha Vidyalayam,9.8182978,80.1379755
4427164988,School,Mu/Ekathugaswewa Vidyalaya,8.9878328,80.8041384
4427455095,School,Unknown,7.6850536,81.7259259
4427456693,School,Unknown,7.7559759,81.6323623
4427470491,School,Unknown,7.539703,81.7878514
4427494191,School,Unknown,7.5478001,81.7875598
4427494689,School,Unknown,7.4690122,81.8074596
4428987894,School,Lunuketiya Madiththa Maha Vidyalaya,7.325493,80.7228148
4430200976,School,Ulapane Maha Vidyalaya,7.1094018,80.5651912
4430208615,School,Anuruddha National School,7.0534761,80.527334
4430612669,School,V/Parathi Vidyalayam,8.7421022,80.4411666
4430638871,School,V/Saivapiragasa Primary School,8.7571259,80.49696
4430685107,School,V/Pavatkulam Ganeswara Maha Vidyalayam,8.7192698,80.3817381
4431897992,School,Unknown,7.091959,79.991044
4433492984,School,Mu/Vavunikkulam Central Sulusu GTMS,9.0900182,80.3255032
4433497108,School,Mu/Pandiyankulam Maha Vidyalayam,9.0742611,80.3072381
4435551272,School,Rojasangama Maha Vidyalaya,7.0419312,80.6320814
4435651996,School,Unknown,7.145084,80.09314
4437128289,School,Unknown,6.9969779,79.9097288
4437596327,School,Gorokoya School,7.0648649,80.5527787
4437614117,School,Harangala Vidyalaya,7.0543058,80.5886279
4437616319,School,Niyamgamdora School,7.0507993,80.662839
4438996557,School,J - Achchuveli Central College,9.7773145,80.1150656
4439983688,School,Kadawatha Buddhist Primary School,7.0023905,79.9584128
4441635621,School,J/Urumbirai Chandothaya Vidyasalai,9.7175816,80.0416881
4442011587,School,Kiriwan Eliya School,6.9183415,80.5064626
4443541025,School,Samaneliya navodya vidyalaya,6.8297657,80.574743
4443924907,School,Agarapathana Sinhala School,6.862413,80.7084533
4443924908,School,Agarapatana Tamil Maha Vidyalayam,6.8606128,80.7104274
4443964357,School,Mu/Kathaliyar Sammalankulam  GTMS,9.1229448,80.6472694
4447444489,School,Gateway Achievers,6.8887532,79.875341
4447861590,School,Unknown,7.4567723,80.1399934
4447926492,School,Unknown,7.4564599,80.1412148
4449406698,School,Oxford College of Business,6.8996204,79.8595855
4452191889,School,Nuffied School for the Deaf and Blind,9.6720822,80.0917617
4452212071,School,J/Urumpirai Saiva Tamil Vidyalayam,9.7218494,80.0449568
4454516078,School,Mu/Anichiyankulam TM Vidyalayam,9.1324827,80.3141435
4454562606,School,Mu/Thirunagar Tamil Vidyalayam,9.1288679,80.2874614
4454591952,School,Mu/Kompavil Vigneswara Vidyalayam,9.3262676,80.6973877
4454598938,School,Mu/Vallipunam Maha Vidyalayam,9.3446523,80.6415465
4454617080,School,Mu/Kuravil TV,9.3390807,80.6066583
4454623898,School,Mu/Udaiyarkaddu Maha Vidyalayam,9.3547209,80.6087673
4454628766,School,Mu/Suthanthirapuram Tamil Maha Vidyalayam,9.3965832,80.6302698
4454630906,School,Mu/Iruddumadu Tamil Vidyalayam,9.3751319,80.6072456
4454632273,School,Karagastalawa Maha Vidyalaya,6.7198189,80.7817387
4456186385,School,J/Meesalai Vigneswara Maha Vidyalayam,9.6780289,80.1840138
4458867402,School,CP/ Kot/ Kahira Muslim Vidyalaya,7.0721039,80.5689409
4462637414,School,J/Saivapragasa Vidyalayam,9.5254837,79.6658688
4464428889,School,Unknown,7.2271299,81.8211126
4464475428,School,Lakpahana Adventist College,7.2295751,80.7461148
4464475457,School,Ududeniya Muslim Vidyalaya,7.202279,80.7463079
4465097846,School,J/Nelliady MMTMS,9.8086788,80.203118
4466178271,School,Puttlam Hindu Central College,8.0273287,79.8406538
4469412265,School,J/Kaddaively Yarkkaru Vinayagar Vidyalayam,9.7797429,80.2082627
4470836909,School,J/Vatharawattai Vigneaswara Vidyalayam,9.7302954,80.1406381
4471080688,School,J/Kapputhoo Ehampara Vidyalayam( Not Functioning),9.7474841,80.1707745
4478065253,School,J/Poompugar GTMS,9.6343982,80.0823977
4481087522,School,Basilica College Ragama,7.0234916,79.9268192
4485345490,School,Unknown,6.39735,80.2127255
4486679714,School,J - Mandaitivu Roman Catholic Tamil Mixed School,9.6063175,79.994109
4489821913,School,GTMS,7.6852483,81.5094159
4490079456,School,Primary School,6.4414042,80.4211975
4491745873,School,Mahanama Vidyalaya,6.7279846,79.9030856
4491760577,School,Thanthirimulla Vidyalaya,6.7287077,79.9254221
4492166009,School,Parakrama Maha Vidyalaya,6.715643,79.9341017
4497743189,School,J/Puttalai Maha Vidyalayam,9.8066648,80.23288
4500663896,School,Kn/Ramakrishan Vidyalayam,9.3623737,80.3819859
4500704552,School,Kn/Kilinochchi Central College Primary,9.3786229,80.4090595
4511528590,School,Unknown,6.3433349,81.2017601
4511681917,School,J/Thampasiddy MMTMS,9.8205343,80.224901
4511959177,School,J/Thevaraiyali Hindu College,9.8145346,80.2015914
4511961496,School,J/Alvai Srilanka Vidyasalai,9.8257356,80.2096761
4512927862,School,J/Karanavai Thamothara Vidyalayam,9.8056389,80.1821468
4513844665,School,V/Periyamadu Ambal Vidyalayam,8.9410406,80.4975939
4514668347,School,Karunaratne Buddhist School,7.0151681,79.898526
4520419335,School,J/Alaveddy Arunasalam Vidyalayam,9.7645825,80.0022446
4522452792,School,Unknown,7.2364775,79.8438433
4524976695,School,Unknown,6.7104133,79.9920707
4529447906,School,A/Poonavawa Navothaya Vidyalaya,8.61226,80.4704265
4530140063,School,A/Sriridhamma Vidyalaya,8.6382201,80.4560204
4530143390,School,A/Pahalu halhaththehama School,8.6617666,80.4762461
4531011341,School,J/Muththuthampi Vidyalayam,9.6916241,80.0326399
4535923238,School,J/Vayavilan Madya Maha Vidyalayam,9.7754793,80.0728651
4543409770,School,Peradeniya Hindu College,7.2574114,80.5892387
4548864205,School,J - Kottawattai American Mission Tamil Mixed School,9.8169296,80.1832795
4550744390,School,Unknown,6.8894303,79.997046
4551628065,School,J/Aiyanar Vidyalayam,9.6242198,79.8930908
4553215190,School,Unknown,6.846844,80.0059226
4557132091,School,Unknown,6.8032837,79.9166753
4561223836,School,Pubbara Primary School,6.9780539,81.3168432
4561229190,School,Bandaranayake Central College,7.2863195,81.0224696
4561921829,School,Unknown,9.7276634,79.9994331
4572205510,School,J/Kaithady Navatkuli GTMS,9.6389238,80.1138645
4573545394,School,V/Thiruvalluvar Vidyalayam,8.8287431,80.4476037
4576950134,School,Kn/Kannagaiamman Vidyalayam,9.5042864,80.4234374
4585262792,School,Unknown,6.8199855,79.8933965
4590075189,School,St Bridget's Convent - Primary School,6.909604,79.8654511
4590655529,School,Unknown,8.9041497,80.7752012
4595530333,School,Unknown,8.8899834,80.7688562
4603426289,School,Unknown,6.3252893,80.0349296
4604011274,School,V/Sinnathampanai Sri Krishna Vidyalayam,8.7911931,80.300193
4604910223,School,Mu/Kiriebbanwewa Vidyalaya,8.9938633,80.8228945
4605323408,School,Peradeniya Central College,7.2618267,80.586072
4615291590,School,Unknown,7.1092765,80.6347505
4618953790,School,හාතාගොඩ ශ්‍රී පියරතන බෞද්ධ ප්‍රාථමික විද්‍යාලය,7.0696115,80.2847374
4619057589,School,Unknown,7.0805878,80.2960338
4622347371,School,J/Kerudavil HTMS,9.8181993,80.1494163
4633779550,School,Mahabodhi Vidhyalaya,7.0027667,79.9445597
4640117947,School,J - Nallur Roman Catholic Tamil Mixed School,9.6833495,80.0374947
4641494127,School,Guidance International Junior School,6.7933167,79.9457769
4682730890,School,Unknown,6.1416376,80.1019365
4690796992,School,Unknown,6.8928468,79.872454
4690842989,School,Unknown,6.8937155,79.8762101
4695622010,School,Mu/Thanniruttu CCTMS,9.2230754,80.792135
4697627857,School,Mu/Periyaithimadu GTMS,9.1224299,80.6859062
4700425193,School,Mu/Koolamurippu GTMS,9.1895535,80.710191
4702882190,School,Unknown,6.8948981,79.8530941
4704758990,School,Unknown,7.4694066,80.0428029
4704832591,School,Unknown,7.4692659,80.0391165
4707684789,School,1st class,7.2904004,80.6303846
4711093189,School,Weerasekara collge,7.0792332,80.6581843
4711114093,School,Unknown,6.8296856,79.8805508
4759390189,School,Bt/Government Tamil Mixed School,7.6852233,81.5093178
4773082974,School,Mu/Udayarkaddu GTMS,9.3540169,80.6102672
4778511294,School,Ihala Thalduwa KV,6.9700625,80.2340659
4781510722,School,Mu/Thevipuram GTMS,9.3753071,80.6739711
4781520125,School,Mu/Aanathapuram GTMS,9.3286089,80.7198996
4781534147,School,Mu/Nethaliyaru Tamil Vidyalayam,9.3817754,80.5334557
4781541797,School,Mu/Theravil Tamil Vidyalayam,9.3417789,80.5682991
4781558986,School,Mu/Visuvanathar Primary School,9.3760829,80.5511437
4782466419,School,Mu/Kumulamunai Maha Vidyalayam,9.1536003,80.8236966
4786076423,School,Unknown,7.0349253,79.9378398
4789249382,School,Mu/Mulliwaikkal West Junior High School,9.3192119,80.7732113
4789438959,School,Mu/Sivanagar Tamil Vidyalayam,9.323056,80.7120057
4789444048,School,Mu/Mannakandal GTMS,9.2232338,80.6670833
4790331119,School,Mu/Venavil Sri Murugananda Vidyalayam,9.3095779,80.6857791
4790350134,School,Mu/Valaiyanmadam GTMS,9.3399198,80.7501765
4790906498,School,Mu/Barathy Maha Vidyalayam,9.3591581,80.5698193
4790929465,School,Mu/Pandiyankulam Primary School,9.0730197,80.3050097
4790933731,School,Mu/Siraddikulam gtms,9.0371463,80.2426328
4790952016,School,Mu/Kalvilankulam GTMS,9.1392179,80.2382705
4793396901,School,Mn/Eluthoor RCTMS,8.9901944,79.8929368
4793408063,School,Mn/Uyilankulam RCTMS,8.8908111,79.9852743
4793419541,School,Mn/Punithavalanar RCTMS,8.9928028,79.8687511
4793455688,School,Mn/Al-Mina MV,9.013724,79.8748576
4793480121,School,Mn/Erukkalampiddy Muslim Madhya Maha Vidyalayam,9.0366362,79.8759973
4793600182,School,Mn/Erukkalampiddy Mahalir Maha Vidyalayam,9.0332911,79.8791314
4793618946,School,Mn/Puthukkudrippu GMMS,9.0506718,79.8559597
4793637673,School,Mn/Kaddukkarankudrippu RCTMS,9.0858675,79.7412098
4793660947,School,Mn/Thalaimannar Pier RCTMS,9.0987836,79.7298209
4793677761,School,Mn/Karunkandal RCTMV,8.9080712,80.0139877
4793830823,School,Mn/Nochchikkulam RCTMS,8.9045164,79.9698738
4793844719,School,Mn/Siruthoppu RCTMS,9.0785605,79.8362613
4794383497,School,Mn/Gowriambal GTMS,8.95542,79.9603668
4794398567,School,Mn/Uyirtharasankulam RCTMS,8.8675227,80.0090905
4794406858,School,Mn/Thoddaveli GTMS,9.0361529,79.8616783
4794419283,School,Mn/Santhipuram GTMS,8.9824032,79.8935638
4796023756,School,Mn/Pandaraweli GMMS,8.7777373,79.9571493
4796085482,School,Mn/Ahathimurippu GMMS,8.7620416,79.9760696
4796256041,School,Garubawila Vidyalaya ගරුබවිල විද්‍යාලය,6.7030555,80.6640066
4796871536,School,J/St James Maha Vidyalayam,9.6536664,80.0163731
4796891653,School,J/St Roches Vidyalayam,9.6522923,80.0213026
4796905509,School,J/Hindu Ladies Primary School,9.6794061,80.0188973
4796914546,School,J/Kokuvil East Namagal Vidyalayam,9.6965139,80.0239469
4796976524,School,J/Kokkuvil Sri Gnanapanditha Vidyalayam,9.6961584,80.0091886
4797009245,School,J - Kokuvil Station Church of Ceylon Tamil Mixed School,9.6999873,80.0154961
4798825349,School,Al Ikbal Girls College,6.9210873,79.8529974
4799050971,School,Girambe School,6.9048204,80.8866652
4799068715,School,Erabadda School,6.8879977,80.8781592
4799532005,School,J/Skandavarodaya College,9.7536156,80.0096222
4799562448,School,J/Kanthorodai Tamil Kandiah Vidyalayam,9.7499334,80.0089891
4799604527,School,J/Mallakam Visaladchi Vidyasalai,9.7587067,80.0293347
4801240923,School,J/Uduvil Manns TM School,9.740139,80.0241228
4806313669,School,Mu/Kalyanipura Vidyalayam,9.0108174,80.774823
4806389656,School,Mn/Periyamurippu GTMS,8.6827446,80.1715902
4806414910,School,Mn/Parikarikandal GTMS,8.8146567,80.0307076
4806414911,School,Mn/Veppankulam GMMS,8.7868283,80.0030547
4806863220,School,V/Anpupuram Namagal Vidyalayam,8.6224966,80.3029829
4809199594,School,J/Manipay Ladies College,9.7145353,79.9975514
4809251782,School,J/Aanaikoddai Balasubramaniya Vidyalayam,9.7058269,79.9938767
4809254148,School,J/Manipay Hindu College,9.7146239,79.9947945
4809301074,School,J/Navaly Maha Vidyalayam,9.7167561,79.9830732
4809322372,School,J - Navaly Station American Mission Tamil Mixed School,9.7160491,79.9877509
4809331867,School,J - Navaly Saint Peters Roman Catholic Tamil Mixed School,9.7106933,79.987653
4809392714,School,J/Manipay Vivekananda Vidayasalai,9.7163785,79.9899009
4809426396,School,J/Kaddudai Saiva vidyalayam,9.7360631,79.9867635
4809436679,School,J/Sandilipay Hindu College,9.7466721,79.9866278
4809444590,School,J/Piranpattu Kalaimagal Vidyalayam,9.764976,79.9785785
4809467476,School,J - Pandatharippu Jacintha Roman Catholic Tamizh Mixed School,9.7704729,79.9800232
4810093832,School,J/Kopay Maha vidyalayam,9.6926017,80.0492401
4810093833,School,J - Irupalai Church of Ceylon Tamil Mixed School,9.6870112,80.0642905
4810093834,School,J/Kopay South Kandavel TMS,9.6824443,80.0588859
4810102645,School,J/Nallur Gnanothaya Vidyalayam,9.6817023,80.0415513
4811618418,School,Mn/Thatchanamaruthamadu Maha Vidyalayam,8.9085741,80.214061
4811623746,School,Mn/Palampaiddy GTMS,8.9294236,80.2130777
4811632260,School,Mn/Periyamadu Maha Vidyalayam,8.9736759,80.149925
4811654743,School,Mn/Kovilkulam GTMS,9.0395662,80.0907942
4811663054,School,Mn/Andankulam RCTMS,8.9276434,80.0326166
4815140516,School,J - Neervely Roman Catholic Tamil Mixed School,9.7282589,80.0847615
4815150274,School,J/Attiyar Hindu College,9.7204149,80.0840824
4818390747,School,J/Kokuvil Hindu College,9.6964321,80.0145414
4818397887,School,J/Thavady HTMS,9.7058996,80.0158778
4818405366,School,J/Suthumalai North TM Vidyalayam,9.7219008,80.0030032
4818437262,School,J/Eluvaithivu Murugavel Vidyalayam,9.6972592,79.810531
4818437263,School,J - Eluvaithivu Roman Catholic Tamil Mixed School,9.6891228,79.8114639
4819221474,School,J/Manthuvil GTMS,9.6944787,80.1935352
4819221475,School,J/Manthuvil Sri Bharathy Vidyalayam,9.7008564,80.202237
4828762556,School,J/Puttur Hindu Primary School,9.745352,80.1044049
4828838338,School,J/Urulu Ganesha Vidyalayam,9.7400815,80.0503253
4828853023,School,J/Atchelu Saivapragasa Vidyalayam,9.7395164,80.0692273
4829989221,School,T/Sri Shanmuga Hindu Ladies College,8.5753145,81.2329399
4833932490,School,G/Nindana Vidyalaya,6.2120997,80.1075058
4838471069,School,V/Rishad Bathiudeen Muslim Vidyalayam,8.7221559,80.4375659
4851339179,School,Kahabiliyawala Maha Vidyalaya,7.264156,80.2521311
4878007022,School,Unknown,7.2316688,79.8774736
4879623388,School,Ambuwangala School,7.3136917,80.326412
4880902534,School,Mu/Unnapilavu TV,9.2232506,80.7504045
4882143896,School,Unknown,6.9385097,80.746623
4883968142,School,Mu/Moonkilaaru Primary,9.3535622,80.5926794
4884171520,School,Naimbala Maha Vidyalaya,5.9983577,80.5563126
4884184841,School,Kithalagama (East) School,6.0201828,80.5603767
4884201552,School,Palolpitiya Maha Vidyalaya,6.0382514,80.560233
4884205339,School,Siri Rathanajothi Vidyalaya,6.0486909,80.5613997
4884216249,School,Koramburuwana School,6.1083338,80.5625683
4884221186,School,Ransegoda (North) School,6.1266795,80.5558424
4884232991,School,Diddenipotha Maha Vidyalaya,6.1567386,80.5755598
4884242657,School,Mawarala Maha Vidyalaya,6.1960948,80.582268
4884273880,School,Gomila School,6.2039717,80.5935868
4884290061,School,Pasgoda Maha Vidyalaya,6.2433502,80.6090213
4884294633,School,Bengamuwa Maha Vidyalaya,6.2561318,80.6046682
4890143757,School,Ginigathhena Central College,6.9859569,80.4926473
4892070654,School,Lenawa Primary School,7.9028734,80.7400446
4892070689,School,Wewala Wewa Maha Vidyalaya,7.8742009,80.7701389
4904980054,School,Galenbindunuwewa Primary School,8.2912377,80.7175344
4904980367,School,Galenbindunuwewa Central College,8.2846408,80.7149485
4920316192,School,D S Senanayaka Maha Vidyalaya,7.8578717,80.6896444
4933685075,School,Pattiwela School,7.778666,80.5596873
4933895507,School,Aluthwewa Kanitu Vidyalaya,7.794101,80.5178669
4936553807,School,H/Muthumala K.V,6.0197197,80.7182173
4936764750,School,Omaragolla Maha Vidyalaya,7.6882301,80.5383743
4938220363,School,CP/GL/AL Furkhan M.M.V,7.767638,80.5814264
4943264087,School,Ensef Pvt School,6.9258434,79.9275883
4944017281,School,Madawala Ulpatha Madya Maha Vidyalaya,7.6113074,80.6356211
4945177021,School,Unknown,6.9869567,79.8919438
4945203417,School,M D H Jayawardena Vidyalaya,6.9127523,79.9288284
4948522363,School,Melpitiya maha vidyalaya,7.6964498,80.626648
4961881685,School,Lenadora junior school,7.7493157,80.6597873
4962948825,School,Somadevi Girls School,6.9360606,79.9151888
4965487924,School,Thiththawelgolla junior school,7.828262,80.6577598
4971900430,School,Ambana maha vidyalaya,7.6574384,80.6940489
4971920335,School,Andawala maha vidyalaya,7.6159299,80.6710105
4986424413,School,Maraka Maha Vidyalaya,7.5880318,80.9583927
4991673098,School,Welamitiyawa Siri Gunarathana Kanishta Vidyalaya,7.4653111,80.2238391
5019111663,School,Kosgama Maha Vidyalaya,6.9410111,80.1491126
5020556191,School,J/Pannagam Meyhandan Maha Vidyalayam,9.7585955,79.9505893
5030141283,School,Kolongoda Central College,7.4720338,80.9493365
5051038409,School,J/Garthigesu Vidyalayam,9.608712,79.9983097
5051611415,School,J - Allaipiddy Roman Catholic Tamil Mixed School,9.6207766,79.9674423
5051954149,School,J/Velanai Athithisoody Vidyalayam,9.6529232,79.9072459
5051954195,School,J - Saravanai Sinnamadu Roman Catholic Tamil Mixed School,9.6605574,79.8857121
5051954196,School,J/Velanai West Nadarajah Vidiyalayam,9.6478168,79.8814009
5051954197,School,J - Suruvil Roman Catholic Tamil Mixed School,9.6391245,79.8744428
5051954199,School,J/Saravaanai Nageswary M.V,9.6647002,79.8944937
5051954200,School,J/Thampaddy GTMS,9.6935588,79.8846828
5051954201,School,J/Kayts St.Marys R.C Girls Vidayalaym,9.6992123,79.8633297
5052079516,School,J/Karampon Shanmuganatha M.V,9.6903239,79.8566416
5052079517,School,J/Karampon Little Flowers Girls M.Vid,9.6845483,79.8643836
5052079518,School,J - Melinchimunai Roman Catholic Tamil Mixed School,9.675417,79.8548614
5052079821,School,J/Velanai East Maha Vidiyalayam,9.6277081,79.9025768
5052079823,School,J/Delft Mavilithurai R.C.T.M Vidyalayam,9.5274069,79.7169828
5052079825,School,J/Delft MV,9.5273028,79.7073495
5052079826,School,J/Delft R.C.Ladies College,9.5234086,79.702196
5052503441,School,J/Veerappiddy Ganesha Vidyalayam,9.731868,79.8625998
5052503442,School,J/Karai Meigandan Vidyalayam,9.7498171,79.8751586
5052503443,School,J/Valanthalai North A.M.T.M Vidyalayam,9.7492902,79.8884814
5052503444,School,J/Ponnalai Varatharaja Perumal Vidiyasalai,9.7541101,79.9204295
5052503445,School,J - Moolai American Mission Tamil Mixed School,9.748962,79.9356947
5056879481,School,J/Chulipuram Aikiya Sanga Saiva Vidyasalai,9.7623865,79.9384787
5056879482,School,J/Victoria College,9.7598397,79.9427058
5056879483,School,J/Chulipuram North Arumuga Vidyalayam,9.7703661,79.9483096
5056879484,School,Nunasai school,9.7941933,79.9549614
5056879485,School,J - Mathagal Saint Thomas Roman Catholic Girls School,9.7885782,79.9660148
5056879486,School,Mathagal Vigneswara Vidyalayam,9.7910982,79.9656181
5056879487,School,J - Mareesankoodal Roman Catholic Tamizh Mixed School,9.8016508,79.9803759
5056879488,School,J/Mareesankoodal Subramaniya Vidyalayam,9.8014055,79.9824657
5056879490,School,J/Kadduvanpulam Maha Vidyalayam,9.7799323,80.0400655
5056879491,School,J/Saivapiragasa Vidyasalai,9.7810886,80.0280595
5056879492,School,J - Alaveddy North American Mission Tamil Mixed School,9.7752281,80.0162116
5056879493,School,J/Sathanantha Vidyalayam,9.7730292,80.011188
5057443063,School,J/Karthikeya Vidyalayam,9.7412871,79.9469312
5057443064,School,J - Vaddu Central College,9.734834,79.9560486
5057443065,School,J - Thunavi American Mission Tamil Mixed School,9.7278753,79.9614345
5057443066,School,J/Sangarathai Sinnamah Vidyasalai,9.7337016,79.9645258
5057443067,School,J - Chankanai Station American Mission Tamil Mixed School,9.7389591,79.9713797
5057443068,School,J/Chankanai Sivapragasa Maha Vidyalayam,9.7500815,79.977236
5057455845,School,J/Chankanai East Vigneswara Vidyasalai,9.7599532,79.9728622
5059336846,School,J/Kollankaladdy Saiva TMS,9.7964317,80.0248099
5059336847,School,J/Kulamangal R.C Vidyalayam,9.7693456,80.0235262
5059336848,School,J/Alaveddy Seenankaladdy Gnanodaya Vidyalayam,9.7823986,80.0088341
5059336849,School,J/Arunodaya College,9.7689801,80.0061983
5059336850,School,J - Alaveddy South American Mission Tamil Mixed School,9.7612498,80.0052716
5059378916,School,J - Uduvil Malwatha Roman Catholic Tamil Mixed School,9.7301989,80.0132201
5059378917,School,J/Sanguvely GTMS,9.7356764,80.0030326
5059378918,School,J - Puthumadam Roman Catholic Tamil Mixed School,9.7228203,80.0055546
5059378919,School,J/Araly Hindu College,9.7155097,79.9580073
5062915747,School,Ranjan Wijeratne Maha Vidyalaya,6.8927355,80.27386
5069149278,School,Polgaswaththa School,6.9318926,80.4285149
5080663569,School,Algama Central College,7.155142,80.1642487
5080700329,School,Uduwaka Junior School,7.1479304,80.1907841
5081174312,School,Knuckles tamil school,7.4054472,80.7786136
5099940916,School,Kannan viththiyalayam,7.4745907,81.6731986
5100295089,School,BT/ kandumani maha vidyalayam,7.5441691,81.7580616
5106951413,School,Mahalakotuwa sri sumana maha vidyala,7.5329166,80.7590754
5112399236,School,Vidyaloka Maha Vidyalaya,7.1394259,80.0737411
5124025380,School,Rattota Hindu Maha Vidyalaya,7.5207555,80.6765403
5124245210,School,Bogahakumbura Maha Vidyalaya,6.8625404,80.8734836
5138829181,School,R/ Rambuka Maha vidyalaya,6.448947,80.5118922
5140700400,School,Munidasa Kumaratunga Vidyalaya - Bomiriya,6.9348108,79.9939263
5154653360,School,Pothupitiya Maha vidyalaya,6.424193,80.517844
5156317821,School,Godakumbura Miyanavita Maha Vidyalaya,6.5135903,80.52038
5156572433,School,S Mahinda Himi Vidyalaya,6.9473271,79.9069463
5160535660,School,Ankumbura Parakrama Central College. (National School),7.4382685,80.5731649
5160571170,School,Ihalamulla Weluwana Maha Vidyalaya,7.4580722,80.5656778
5160659383,School,Pujapitiya Primary School,7.3700435,80.5967592
5162838173,School,Pujapitiya Central College,7.3716708,80.593447
5162864524,School,Weddagala South Maha vidyalaya,6.4541375,80.4339606
5164664047,School,Thalduwa Buddist College,6.9611618,80.2202555
5164676799,School,D.S.Senanayake Central College,7.459988,80.2928676
5164918945,School,Marathugoda Pre School,7.3819572,80.5683893
5164945577,School,Marathugoda Nalanda College,7.3793464,80.5715925
5169471075,School,Sri Rathnakaa Maha Vidyalaya,6.6462379,80.3539652
5172629872,School,Pathway Montessori International,6.8493904,79.9489167
5174143431,School,Sri Dharmaloka Vidyalya - Kelaniya,6.961568,79.9015144
5174218748,School,Presidents College,6.9543205,79.9019351
5176047194,School,Leeds International School,6.2415375,80.0502812
5176116726,School,Madampagama Central College,6.2120577,80.0639792
5176730864,School,Unknown,6.7861875,79.9704859
5178104822,School,Unknown,6.8956241,79.8526475
5178155074,School,Mahabodhi Maha Vidyalaya,8.3569313,80.3986332
5179242321,School,Good Shepherd Convent,6.9497998,79.8634546
5179401054,School,Kithulgolla Kanishta Vidyalaya,7.4324679,80.5590673
5179401283,School,Pahalakithugolla Pre School,7.4327621,80.5584095
5179415561,School,Udagama Devananda Vidyalaya,7.4242955,80.5673241
5181361931,School,Dolapihilla Maha Vidyalaya,7.3902141,80.57891
5185289621,School,Unknown,6.8615032,79.8651112
5197854103,School,Mirissala Maha Vdyalaya,7.4549005,80.5552662
5206283380,School,Hamsa College,6.9629355,79.8642774
5206524753,School,OKI International School,6.9769472,79.9230295
5206711355,School,Mu/Panikkankulam GTMS,9.1787053,80.4288087
5207531550,School,Madurankuliya Maha Vidyalaya,7.9007095,79.8213312
